还款类型,资方服务费,,,,,,,,,,,,,,,,,,,,,,,,,,,,
还款方式,结算方式,实还时间,求和项:实还金额,,,,,,,,,,,,,,,,,,,,,,,,,,
线上,,,3864169.68,,,,,,,,,,,,,,,,,,,,,,,,,,
,提前结清,,32032.81,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-05-27,790.1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-05-28,435.67,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-05-29,524.35,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-05-30,791.42,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-05-31,823.07,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-01,728.71,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-02,760.85,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-03,1795.77,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-04,1061.78,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-05,669.39,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-06,779.23,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-07,1055.15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-08,1402,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-09,1598.79,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-10,1270.45,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-11,1047.86,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-12,801.52,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-13,1251.19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-14,1569.24,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-15,1554.85,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-16,880.14,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-17,595.84,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-18,978.07,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-19,761.55,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-20,427.24,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-21,363.69,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-22,891.63,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-23,781.56,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-24,1520.93,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-25,1328.58,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-26,595.21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-27,528.72,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-28,750.53,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-29,861.87,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-30,55.86,,,,,,,,,,,,,,,,,,,,,,,,,,
,正常还款,,3832136.87,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-05-27,8863.57,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-01,38827.94,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-02,13066.19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-03,14133.66,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-04,10874.87,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-05,14400.51,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-06,24708.94,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-07,36952.53,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-08,94833.4899999998,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-09,333920.479999999,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-10,1120733.54,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-11,221078.300000001,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-12,48377.72,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-13,24139.48,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-14,68372.57,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-15,367623.99,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-16,98613.0699999999,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-17,28338.41,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-18,37462.38,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-19,75903.8800000001,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-20,358789.98,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-21,87862.6800000001,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-22,32235.32,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-23,33744.2399999999,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-24,93008.1999999997,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-25,429504.81,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-26,104795.44,,,,,,,,,,,,,,,,,,,,,,,,,,
